,ru,fr,en,vote
9067,указательный палец,index,index finger,2
9068,указательный палец,index,forefinger,2
9069,указательный палец,index,trigger finger,2
9070,указательный палец,doigt,thumb,1
9071,алфавитный указатель,index,no_equality,2
9072,маркер,index,no_equality,2
9073,маркер,marqueur,marker,1
9074,маркер,marqueur,sharpie,1
9075,маркер,marqueur,marker pen,1
9076,маркер,jeton,token,1
9077,маркер,puce,no_equality,1
9078,маркер,repère,marker,1
9079,маркер,marquant,no_equality,1
9080,маркер,rayonneur,no_equality,1
9081,оглавление,index,no_equality,1
9082,оглавление,table,no_equality,2
9083,оглавление,table des matières,table of contents,1
9084,оглавление,table des matières,contents list,1
9085,оглавление,sommaire,table of contents,1
9086,указательная стрелка,index,no_equality,2
9087,деление,index,no_equality,2
9088,деление,fission,fission,1
9089,деление,division,division,1
9090,деление,division,dividing,1
9091,деление,division,divide,1
9092,деление,division,divided,1
9093,деление,distinction,no_equality,1
9094,деление,Div,no_equality,1
9095,деление,puissance,no_equality,1
9096,деление,segmentation,no_equality,1
9097,деление,rupture,no_equality,1
9098,деление,classement,no_equality,1
9099,век,siècle,century,5
9100,век,siècle,age,2
9101,век,époque,century,1
9102,век,époque,era,1
9103,век,stade,no_equality,2
9104,век,vie,no_equality,1
9105,век,temps,no_equality,1
9106,век,éternité,age,1
9107,столетие,siècle,century,3
9108,столетие,siècle,100 years,1
9109,столетие,siècle,hundred years,1
9110,столетие,cent ans,century,1
9111,столетие,cent ans,centenary,1
9112,столетие,cent ans,100 years,1
9113,столетие,le centième anniversaire,100 years,1
9114,сто год,siècle,century,2
9115,100 год,siècle,century,2
9116,столетье,siècle,century,1
9117,эпоха,siècle,age,1
9118,эпоха,époque,era,2
9119,эпоха,époque,period,1
9120,эпоха,époque,age,1
9121,эпоха,époque,epoch,1
9122,эпоха,ère,era,1
9123,эпоха,ère,age,1
9124,эпоха,ère,epoch,1
9125,эпоха,ère,period,1
9126,эпоха,epoque,no_equality,1
9127,эпоха,période,era,1
9128,эпоха,période,epoch,1
9129,эпоха,période,period,1
9130,мир,siècle,world,2
9131,мир,mondial,world,1
9132,мир,monde,world,1
9133,мир,monde,universe,1
9134,мир,monde,globe,1
9135,мир,monde,land,1
9136,мир,terre,world,1
9137,мир,terre,globe,1
9138,мир,terre,land,1
9139,мир,communauté,no_equality,1
9140,мир,mir,mir,1
9141,целый век,siècle,no_equality,2
9142,очень долгое время,siècle,no_equality,2
9143,время,époque,time,2
9144,время,époque,era,1
9145,время,époque,period,1
9146,время,époque,day,1
9147,время,époque,point,1
9148,время,heure,hour,2
9149,время,heure,time,2
9150,время,heure,moment,1
9151,время,heure,day,1
9152,время,heure,clock,1
9153,время,moment,time,2
9154,время,moment,while,1
9155,время,moment,moment,1
9156,время,moment,timing,1
9157,время,moment,hour,1
9158,время,moment,point,1
9159,время,moment,bit,1
9160,время,moment,then,1
9161,время,temps,time,1
9162,время,temps,moment,1
9163,время,temps,period,1
9164,время,temps,day,1
9165,время,temps,timing,1
9166,время,temps,duration,1
9167,время,temps,tense,1
9168,время,heures,time,1
9169,время,heures,hour,1
9170,время,heures,clock,1
9171,время,date,time,1
9172,время,date,period,1
9173,время,date,day,1
9174,время,date,timing,1
9175,время,date,then,1
9176,период,époque,time,1
9177,период,époque,era,1
9178,период,moment,time,1
9179,период,période,period,1
9180,период,période,time,1
9181,период,période,term,1
9182,период,période,duration,1
9183,период,période,phase,1
9184,период,période,season,1
9185,период,période,era,1
9186,период,période,timeframe,1
9187,период,période,stretch,1
9188,период,phase,period,1
9189,период,phase,phase,1
9190,период,phase,era,1
9191,период,phase,transition,1
9192,период,intervalle,period,1
9193,период,intervalle,time,1
9194,период,courant,course,1
9195,период,courant,during,1
9196,период,période suspecte,no_equality,1
9197,период,horizon,period,1
9198,период,horizon,timeframe,1
9199,эра,époque,era,1
9200,эра,ère,era,1
9201,эра,ère,age,1
9202,година,époque,no_equality,2
9203,година,année,no_equality,1
9204,година,jours,no_equality,1
9205,повязка,bandeau,band,1
9206,повязка,bandeau,headband,1
9207,повязка,bandeau,blindfold,1
9208,повязка,bandeau,bandage,1
9209,повязка,bandeau,eyepatch,1
9210,повязка,pansement,bandage,1
9211,повязка,pansement,dressing,1
9212,повязка,serre-tête,headband,1
9213,повязка,appareil,no_equality,1
9214,оголовье,bandeau,no_equality,2
9215,заставка,bandeau,no_equality,2
9216,полоска,bandeau,band,2
9217,полоска,bandeau,strip,2
9218,полоска,ruban,strip,1
9219,полоска,ruban,band,1
9220,полоска,ruban,sliver,1
9221,полоска,ruban,stripe,1
9222,полоска,bande,band,1
9223,полоска,bandelette,strip,1
9224,полоска,bandelette,band,1
9225,полоска,raie,strip,1
9226,полоска,raie,stripe,1
9227,полоска,raie,streak,1
9228,пояс,bandeau,no_equality,1
9229,пояс,zone,zone,2
9230,пояс,zone,belt,2
9231,пояс,ceinture,belt,1
9232,пояс,ceinture,sash,1
9233,пояс,ceinture,waist,1
9234,пояс,ceinture,girdle,1
9235,пояс,ceinture,cummerbund,1
9236,пояс,taille,waist,1
9237,пояс,ceinture de sécurité,belt,1
9238,пояс,guêpière,no_equality,1
9239,заголовок,bandeau,no_equality,2
9240,заголовок,en-tête,heading,1
9241,заголовок,en-tête,headline,1
9242,заголовок,en-tête,header,1
9243,заголовок,tête,heading,1
9244,заголовок,tête,header,1
9245,заголовок,titre,title,1
9246,заголовок,titre,heading,1
9247,заголовок,titre,headline,1
9248,заголовок,légende,title,1
9249,заголовок,légende,caption,1
9250,завеса,bandeau,no_equality,1
9251,завеса,voile,veil,1
9252,завеса,voile,curtain,1
9253,завеса,écran,screen,1
9254,завеса,mur,no_equality,1
9255,еда,repas,meal,3
9256,еда,repas,food,2
9257,еда,repas,dinner,2
9258,еда,repas,eating,2
9259,еда,table,dinner,1
9260,еда,table,eat,1
9261,еда,table,eating,1
9262,еда,aliment,food,1
9263,еда,aliment,feed,1
9264,еда,cuisine,food,1
9265,еда,cuisine,cooking,1
9266,еда,casse-croûte,no_equality,1
9267,еда,le manger,no_equality,1
9268,еда,croûte,no_equality,1
9269,еда,vivre,no_equality,1
9270,еда,chère,food,1
9271,еда,pot,no_equality,1
9272,еда,croque,no_equality,1
9273,еда,gaufre,no_equality,1
9274,еда,cuistance,cooking,1
9275,еда,boulot,no_equality,1
9276,обед,repas,meal,1
9277,обед,repas,dinner,1
9278,обед,dîner,dinner,4
9279,обед,dîner,lunch,1
9280,обед,dîner,luncheon,1
9281,обед,dîner,food,1
9282,обед,dîner,supper,1
9283,обед,dîner,diner,1
9284,обед,souper,dinner,2
9285,обед,déjeuner,dinner,1
9286,обед,déjeuner,lunch,1
9287,обед,midi,lunch,1
9288,обед,midi,lunchtime,1
9289,обед,pot,no_equality,1
9290,обед,pause du déjeuner,lunchtime,1
9291,обед,méchoui,no_equality,1
9292,обед,bouffe,dinner,1
9293,обед,bouffe,food,1
9294,обед,bouffe,snack,1
9295,ужин,repas,meal,1
9296,ужин,dîner,dinner,4
9297,ужин,dîner,lunch,2
9298,ужин,dîner,supper,2
9299,ужин,dîner,diner,2
9300,ужин,dîner,evening meal,2
9301,ужин,dîner,food,2
9302,ужин,souper,dinner,2
9303,ужин,souper,supper,1
9304,ужин,souper,diner,1
9305,ужин,souper,dinnertime,1
9306,ужин,souper,feast,1
9307,ужин,souper,evening,1
9308,ужин,soirée,evening,1
9309,ужин,repas du soir,dinner,1
9310,ужин,repas du soir,supper,1
9311,ужин,repas du soir,diner,1
9312,ужин,repas du soir,evening meal,1
9313,ужин,bouffe,dinner,1
9314,ужин,bouffe,food,1
9315,питание,repas,meal,2
9316,питание,repas,food,1
9317,питание,alimentation,food,1
9318,питание,alimentation,nutrition,1
9319,питание,alimentation,feed,1
9320,питание,alimentation,power,1
9321,питание,alimentation,diet,1
9322,питание,nutritionnel,no_equality,1
9323,питание,distribution,no_equality,1
9324,питание,avance,feed,1
9325,питание,al.,no_equality,1
9326,питание,réinjection,no_equality,1
9327,блюдо,repas,meal,1
9328,блюдо,assiette,plate,2
9329,блюдо,assiette,dish,2
9330,блюдо,assiette,platter,2
9331,блюдо,assiette,food,2
9332,блюдо,plat,dish,1
9333,блюдо,plat,meal,1
9334,блюдо,plat,food,1
9335,блюдо,plat,plate,1
9336,блюдо,plat,platter,1
9337,блюдо,mets,dish,1
9338,блюдо,mets,food,1
9339,блюдо,préparations culinaires,no_equality,1
9340,пища,repas,meal,1
9341,пища,nourriture,food,1
9342,пища,nourriture,meal,1
9343,пища,nourriture,sustenance,1
9344,пища,nourriture,nutrition,1
9345,пища,nourriture,nourishment,1
9346,пища,nourriture,diet,1
9347,пища,manger,food,1
9348,пища,manger,meal,1
9349,пища,substance,no_equality,1
9350,пища,pain quotidien,no_equality,1
9351,трапеза,repas,meal,3
9352,трапеза,repas,supper,2
9353,трапеза,repas,repast,2
9354,приём пища,repas,meal,1
9355,торжественный обед,repas,dinner,1
9356,торжественный обед,dîner,dinner,1
9357,торжественный обед,déjeuner,dinner,1
9358,торжественный обед,dîner de gala,no_equality,1
9359,завтрак,repas,meal,1
9360,завтрак,repas,lunch,1
9361,завтрак,repas,luncheon,1
9362,завтрак,déjeuner,breakfast,3
9363,завтрак,déjeuner,lunch,3
9364,завтрак,déjeuner,luncheon,2
9365,завтрак,déjeuner,brunch,2
9366,завтрак,petit déjeuner,breakfast,1
