,en,ru,fr,votes
3568,hardly,почти,presque,1
3569,read,читать,lire,4
3570,read,прочитать,lire,2
3571,read,прочесть,lire,2
3572,read,почитать,lire,2
3573,read,зачитать,lire,3
3574,read,разобрать,lire,2
3575,read,чтение,lire,2
3576,read,чтение,no_equality,1
3577,read,чтение,lecture,2
3578,read,считывать,lire,2
3579,read,гласить,no_equality,1
3580,read,начитаться,no_equality,1
3581,read,зачитывать,lire,2
3582,read,круг чтения,lecture,1
3583,read,показывать,indiquer,1
3584,reading,чтение,lire,1
3585,reading,чтение,lecture,1
3586,reading,круг чтения,lecture,1
3587,fly,муха,mouche,4
3588,fly,летать,voler,3
3589,fly,летать,piloter,1
3590,fly,лететь,voler,3
3591,fly,полететь,voler,2
3592,fly,полететь,voyager,1
3593,fly,взлететь,voler,3
3594,fly,вылететь,s'envoler,1
3595,fly,вылететь,décoller,1
3596,fly,влететь,no_equality,1
3597,fly,подлететь,no_equality,1
3598,fly,отлететь,no_equality,1
3599,fly,слетаться,no_equality,1
3600,fly,полет,vol,1
3601,fly,самолет,avion,1
3602,fly,пилотировать,piloter,1
3603,fly,управлять,piloter,1
3604,easily,легко,facilement,4
3605,easily,легко,aisément,3
3606,easily,легко,bien,1
3607,easily,легко,vite,1
3608,easily,легко,facilité,1
3609,easily,вполне,facilement,2
3610,easily,запросто,facilement,2
3611,easily,быстро,facilement,2
3612,easily,быстро,vite,1
3613,easily,без труд,facilement,2
3614,easily,свободно,facilement,2
3615,easily,лёгкость,facilement,2
3616,easily,без труда,facilement,1
3617,easily,спокойно,no_equality,1
3618,easily,доступно,no_equality,1
3619,easily,просто,simplement,2
3620,easily,удобно,bien,1
3621,easily,нетрудно,no_equality,1
3622,easily,беспрепятственно,facilement,1
3623,easily,беспрепятственно,aisément,1
3624,easily,трудно,facilement,1
3625,easily,беспрепятственный,facilement,1
3626,easy,no_equality,facilement,1
3627,need,нужный,besoin,1
3628,need,нуждаться,besoin,1
3629,need,потребоваться,besoin,1
3630,need,требоваться,besoin,1
3631,need,понадобиться,besoin,1
3632,need,необходимый,besoin,1
3633,need,потребность,besoin,1
3634,need,потребности,besoin,1
3635,need,необходимость,nécessaire,1
3636,ad,объявление,annonce,3
3637,ad,реклама,annonce,1
3638,ad,реклама,publicité,1
3639,ad,реклама,pub,1
3640,ad,рекламное дело,publicité,1
3641,announcement,объявление,annonce,3
3642,announcement,заявление,annonce,1
3643,announcement,сообщение,annonce,3
3644,announcement,сообщение,message,1
3645,announcement,уведомление,annonce,1
3646,announcement,анонс,annonce,2
3647,declared,заявить,annoncé,1
3648,declared,объявить,annoncé,1
3649,plate,номер,plaque,2
3650,plate,табличка,plaque,2
3651,plate,пластина,plaque,4
3652,plate,пластина,planche,1
3653,plate,номерной знак,plaque,2
3654,plate,номерной знак,no_equality,1
3655,plate,тарелка,assiette,3
3656,plate,тарелка,disque,1
3657,plate,плита,no_equality,1
3658,plate,плита,plaque,1
3659,plate,плита,panneau,1
3660,plate,лист,no_equality,1
3661,plate,дощечка,no_equality,1
3662,plate,панель,panneau,1
3663,plate,накладка,no_equality,1
3664,plate,платформа,no_equality,1
3665,plate,стяжка,no_equality,1
3666,plate,бляха,plaque,1
3667,plate,толстый лист,no_equality,1
3668,plate,листовой,no_equality,1
3669,plate,пластинчатый,no_equality,1
3670,plate,печатная форма,planche,1
3671,plate,блюдо,assiette,1
3672,plywood,no_equality,plaqué,1
3673,rupture,разрыв,rupture,2
3674,GMOs,гио,OGM,1
3675,GMOs,гмо,OGM,1
3676,lay,no_equality,laïc,1
3677,lay,светский,laïque,1
3678,lay,положить,mettre,1
3679,disk,диск,disque,2
3680,disk,пильный диск,disque,1
3681,mainly,главное образ,principalement,1
3682,mainly,главное образ,essentiellement,1
3683,mainly,главное образ,surtout,1
3684,mainly,прежде всего,principalement,1
3685,mainly,прежде всего,essentiellement,1
3686,mainly,прежде всего,surtout,1
3687,mainly,преимущественно,principalement,2
3688,mainly,преимущественно,essentiellement,2
3689,mainly,преимущественно,surtout,2
3690,mainly,особенно,principalement,1
3691,mainly,особенно,essentiellement,1
3692,mainly,особенно,surtout,2
3693,mainly,особенно,en particulier,1
3694,mainly,основный,principalement,1
3695,mainly,основный,essentiellement,1
3696,mainly,один очередь,principalement,1
3697,mainly,в основное,surtout,1
3698,mainly,в основном,essentiellement,1
3699,mainly,по преимуществу,surtout,1
3700,fire,пожар,incendie,2
3701,fire,пожар,feu,2
3702,fire,поджог,incendie,1
3703,fire,поджог,feu,2
3704,fire,огонь,incendie,2
3705,fire,огонь,feu,4
3706,fire,огонь,tiré,1
3707,fire,огонь,tir,2
3708,fire,огонь,flamme,1
3709,fire,пожарный,incendie,1
3710,fire,костёр,feu,2
3711,fire,пламя,feu,2
3712,fire,пламя,flamme,1
3713,fire,стрельба,feu,3
3714,fire,стрельба,tir,2
3715,fire,возгорание,feu,1
3716,fire,возгорание,incendie,1
3717,fire,камин,feu,1
3718,fire,камин,cheminée,1
3719,fire,обстрел,tir,2
3720,fire,стрелять,tirer,2
3721,fire,увольнять,virer,1
3722,fire,увольнять,renvoyer,2
3723,fire,поджечь,no_equality,1
3724,fire,обстрелять,no_equality,1
3725,fire,огневой,no_equality,1
3726,fire,противопожарный,no_equality,1
3727,fire,огненный,no_equality,1
3728,fire,уволить,virer,1
3729,fire,запустить,démarrer,1
3730,fire,пуск,tir,1
3731,fire,жар,feu,1
3732,fire,очаг,feu,1
3733,adventure,приключение,aventure,2
3734,adventure,путешествие,aventure,1
3735,adventure,путешествие,périple,1
3736,adventure,авантюра,aventure,2
3737,small,маленький,petit,1
3738,small,небольшой,petit,2
3739,small,мелкий,petit,1
3740,small,малое,petit,1
3741,small,ограниченный,petit,1
3742,little,маленький,petit,1
3743,little,небольшой,petit,1
3744,little,мелкий,petit,1
3745,little,малый,petit,1
3746,little,кое-что,petit,1
3747,little,мало,peu,1
3748,little,мало,guère,1
3749,little,слегка,peu,1
3750,little,несколько,peu,1
3751,little,слишком,peu,1
3752,little,слишком,trop,1
3753,little,чуть,peu,1
3754,little,почти,peu,1
3755,little,немножко,peu,1
3756,little,как-то,trop,1
3757,little,ограниченный,petit,1
3758,little,практически,quasiment,1
3759,little,практически,pratiquement,1
3760,little,едва,quasiment,1
3761,little,малютка,bébé,1
3762,little,крошка,bébé,1
3763,low,маленький,petit,1
3764,low,небольшой,petit,2
3765,low,малый,petit,1
3766,low,малое,petit,1
3767,low,мало,peu,1
3768,low,мало,guère,1
3769,low,редко,guère,1
3770,begin,no_equality,lancement,1
3771,begin,no_equality,début,1
3772,begin,начать,entamer,2
3773,begin,начать,commencer,2
3774,begin,приступить к,entamer,1
3775,begin,приступить к,commencer,1
3776,begin,вступить,entamer,1
3777,begin,начало,entamer,1
3778,begin,начало,commencer,1
3779,begin,начинать,commencer,2
3780,begin,начинать,entamer,1
3781,begin,начинать,engager,1
3782,begin,начинать,lancer,1
3783,begin,начинать,démarrer,1
3784,begin,начинать,ouvrir,1
3785,begin,начинать,débuter,1
3786,begin,наступить,no_equality,1
3787,begin,пойти,partir,1
3788,begin,пойти,prendre,1
3789,begin,положить начало,commencer,1
3790,begin,начаться,commencer,1
3791,begin,начинаться,commencer,1
3792,begin,начинаться,démarrer,1
3793,begin,стать,commencer,1
3794,well,хорошо,bien,3
3795,well,хорошо,bon,1
3796,well,ладный,bien,1
3797,well,так,bien,1
3798,well,отлично,bien,1
3799,well,хороший,bien,3
3800,well,прекрасно,bien,1
3801,well,значительно,nettement,1
3802,well,четко,nettement,1
3803,well,гораздо,bien,2
3804,well,очень,bien,2
3805,well,очень,très,1
3806,well,очень,fort,1
3807,well,хорошенько,bien,2
3808,well,ладно,bien,2
3809,well,ладно,bon,1
3810,well,широко,largement,1
3811,well,достаточно,suffisamment,1
3812,well,тогда,puis,1
3813,although,хотя,bien,1
3814,properly,правильно,bien,1
3815,properly,нормальный,bien,1
3816,bien,no_equality,Biên,1
3817,eighth,восемь,huitième,2
3818,eighth,восьмой,huitième,2
3819,eighth,восьмой,8e,1
3820,eighth,восьмой,huit,2
3821,eighth,восьмая часть,huitième,1
3822,eighth,восьмая,huitième,1
3823,eighth,8-метр,huitième,1
3824,eighth,8-й,huitième,1
3825,eighth,восьмая доля,huitième,1
3826,eight,восемь,huitième,1
3827,eight,восемь,huit,1
3828,eight,восьмеро,huit,1
3829,eight,восьмерка,huit,1
3830,eight,восьмая доля,huitième,1
3831,yet,ещё,encore,1
3832,yet,до сей пора,encore,1
3833,yet,пока ещё,encore,1
3834,yet,хотя,encore,1
3835,yet,весь ещё,encore,1
3836,yet,еще,encore,1
3837,still,ещё,encore,1
3838,still,по-прежнему,encore,1
3839,still,до сей пора,encore,1
3840,still,пока ещё,encore,1
3841,still,весь равно,encore,1
3842,still,весь ещё,encore,1
3843,still,опять,encore,1
3844,still,же,même,1
3845,extremely,чрезвычайно,extrêmement,1
3846,extremely,крайне,extrêmement,2
3847,extremely,крайне,très,1
3848,extremely,весьма,extrêmement,1
3849,extremely,очень,extrêmement,1
3850,extremely,очень,très,1
3851,extremely,очень,fort,1
3852,extremely,исключительно,extrêmement,1
3853,extremely,невероятно,extrêmement,1
3854,extremely,особо,extrêmement,1
3855,extremely,особенно,extrêmement,1
3856,extremely,особенно,particulièrement,1
3857,extremely,необычайно,extrêmement,1
3858,extremely,крайний,extrêmement,1
3859,hugely,чрезвычайно,extrêmement,1
3860,tremendously,чрезвычайно,extrêmement,1
