,English text,train_type,en_fr_translate,fr_en_translate,correct
18,We won't be using,future_continuous neg,Nous n'utiliserons pas de,We will not use,False
19,I will not be ordering.,future_continuous neg,Je ne vais pas commander.,I'm not going to order.,False
20,They won't be paying,future_continuous neg,Ils ne seront pas payer,They won't pay.,False
21,He won't be returning.,future_continuous neg,Il ne sera pas de retour.,He won't be back.,False
22,I won't be calling.,future_continuous neg,Je ne vais pas appeler.,I'm not gonna call.,False
23,We won't be working,future_continuous neg,Nous ne travaillez pas,We do not work,False
24,We won't be starving.,future_continuous neg,Nous n'allons pas mourir de faim.,We're not going to starve.,False
25,I won't be eating.,future_continuous neg,Je ne vais pas manger.,I'm not eating.,False
26,I won't be watching.,future_continuous neg,Je ne vais pas être regardant.,I'm not gonna be looking.,False
27,I won't be smiling,future_continuous neg,Je ne vais pas sourire,I'm not gonna smile.,False
28,You will not be continuing,future_continuous neg,Vous ne serez pas en continue,You won't be in continuous,False
29,We will not be returning,future_continuous neg,Nous ne reviendrons pas,We are not coming back,False
30,She won't be participating,future_continuous neg,Elle ne participera pas,She will not take part,False
31,I will not be speaking,future_continuous neg,Je ne vais pas parler,I'm not gonna talk.,False
32,You won't be fighting,future_continuous neg,Vous ne serez pas en combat,You won't be in battle.,False
33,I won't be leaving.,future_continuous neg,Je ne vais pas la quitter.,I'm not leaving her.,False
34,I won't be waiting,future_continuous neg,Je ne vais pas être en attente,I'm not gonna be on hold.,False
35,You won't be working,future_continuous neg,Vous ne travaillez pas,You do not work,False
36,We won't be cooperating.,future_continuous neg,Nous ne serons pas coopérer.,We won't cooperate.,False
37,You won't be laughing,future_continuous neg,Vous ne serez pas en rire,You won't laugh,False
38,We won't be sleeping,future_continuous neg,Nous ne sera pas dormir,We won't sleep,False
40,We will not be attending.,future_continuous neg,Nous ne seront pas présents.,We won't be here.,False
42,You won't be waiting,future_continuous neg,Vous ne serez pas en attente,You will not be waiting,False
43,He won't be coming,future_continuous neg,Il ne viendra pas,He's not coming.,False
44,They won't be following us.,future_continuous neg,Ils ne vont pas nous suivre.,They're not going to follow us.,False
45,He won't be expecting it.,future_continuous neg,Il ne s'attend-il.,He expects it.,False
46,I won't be calling you.,future_continuous neg,Je ne vais pas vous appeler.,I'm not gonna call you.,False
47,I won't be reading it.,future_continuous neg,Je ne vais pas le lire.,I'm not gonna read it.,False
48,We won't be replacing her.,future_continuous neg,Nous ne serons pas en remplacement de son.,We won't be replacing sound.,False
49,They won't be expecting you.,future_continuous neg,Ils ne seront pas vous attend.,They won't be waiting for you.,False
50,He won't be bothering you,future_continuous neg,Il ne sera pas vous déranger,He won't bother you.,False
53,You won't be catching him,future_continuous neg,Vous ne serez pas attraper,You won't catch,False
54,I won't be taking it.,future_continuous neg,Je ne vais pas le prendre.,I'm not taking it.,False
55,He won't be telling us,future_continuous neg,Il ne va pas nous dire,He's not gonna tell us,False
56,I will not be ignoring her.,future_continuous neg,Je ne serai pas à l'ignorer.,I won't be ignoring it.,False
57,I won't be reading them.,future_continuous neg,Je ne vais pas les lire.,I'm not going to read them.,False
58,We won't be keeping you.,future_continuous neg,Nous n'allons pas vous garder.,We're not keeping you.,False
59,I won't be calling this number,future_continuous neg,Je ne vais pas appeler ce numéro,I'm not gonna call that number.,False
61,You won't be dating a teacher,future_continuous neg,Vous ne serez pas sortir avec un professeur,You won't be dating a teacher.,False
62,They won't be doing this test,future_continuous neg,Ils ne seront pas en faisant ce test,They won't be doing this test.,False
63,I will not be eating the food.,future_continuous neg,Je ne vais pas manger de la nourriture.,I'm not eating food.,False
64,You will not be telling a lie.,future_continuous neg,Vous ne serez pas un mensonge.,You won't be a lie.,False
65,I won't be returning after tonight.,future_continuous neg,Je ne reviendrai pas après ce soir.,I'm not coming back after tonight.,False
66,We won't be leaving till autumn.,future_continuous neg,Nous n'allons pas quitter jusqu'à l'automne.,We're not leaving until the fall.,False
68,I won't be waiting for you,future_continuous neg,Je ne vais pas être en attente pour vous,I'm not gonna be waiting for you.,False
69,He won't be dining with us.,future_continuous neg,Il ne sera pas manger avec nous.,He won't be eating with us.,False
70,I won't be going with you.,future_continuous neg,Je ne vais pas aller avec vous.,I'm not going with you.,False
71,We will not be coming with you.,future_continuous neg,Nous ne serons pas avec vous.,We won't be with you.,False
73,You won't be speaking with them.,future_continuous neg,Vous ne serez pas en parler avec eux.,You won't discuss it with them.,False
74,She won't be going with you.,future_continuous neg,Elle ne sera pas aller avec vous.,She won't go with you.,False
75,We won't be going after him.,future_continuous neg,Nous ne le poursuivrons pas.,We will not pursue it.,False
76,They won't be working for you.,future_continuous neg,Ils ne seront pas de travail pour vous.,They will not work for you.,False
77,I won't be returning with you.,future_continuous neg,Je ne sera pas de retour avec vous.,I won't be back with you.,False
78,You will not be returning here.,future_continuous neg,Vous ne serez pas revenir ici.,You won't be coming back here.,False
79,She won't be coming back.,future_continuous neg,Elle n'en reviendrai pas.,She'll never get over it.,False
80,They won't be attacking again.,future_continuous neg,Ils ne seront pas à attaquer de nouveau.,They will not attack again.,False
81,We won't be meeting again.,future_continuous neg,Nous n'allons pas rencontrer de nouveau.,We're not gonna meet again.,False
82,He won't be coming back.,future_continuous neg,Il n'en reviendrai pas.,He won't come back.,False
83,They won't be coming back.,future_continuous neg,Ils ne seront pas de retour.,They won't be back.,False
86,She won't be calling back.,future_continuous neg,Elle ne sera pas de retour d'appel.,She won't be back.,False
87,I won't be staying long.,future_continuous neg,Je ne vais pas rester longtemps.,I won't stay long.,False
88,You won't be coming back,future_continuous neg,Vous ne serez pas en revenir,You will not come back,False
89,He won't be going alone.,future_continuous neg,Il ne va pas y aller seul.,He's not going alone.,False
90,You will not be going anywhere.,future_continuous neg,Vous ne sera pas aller n'importe où.,You won't go anywhere.,False
91,He will not be going there!,future_continuous neg,Il ne sera pas d'y aller!,He won't go there!,False
92,We won't be working directly,future_continuous neg,Nous ne travaillez pas directement,We do not work directly,False
93,They won't be hurting me.,future_continuous neg,Ils ne seront pas me blesser.,They won't hurt me.,False
94,They won't be bothering us.,future_continuous neg,Ils ne seront pas déranger nous.,They won't bother us.,False
95,They won't be expecting us.,future_continuous neg,Ils ne seront pas de ce qui nous attend.,They will not be of what awaits us.,False
96,She won't be telling anyone else.,future_continuous neg,Elle ne sera pas en parler à quelqu'un d'autre.,She won't tell anyone else.,False
97,You won't be playing tennis again,future_continuous neg,Vous ne serez pas en train de jouer au tennis de nouveau,You will not be playing tennis again,False
0,This will not work.,future_simple neg,Cela ne fonctionnera pas.,It won't work.,False
1,This won't help.,future_simple neg,Ce n'est pas aider.,It's not helping.,False
2,This won't hurt!,future_simple neg,Cela ne fait pas de mal!,It doesn't hurt!,False
3,This won't last.,future_simple neg,Cela ne durera pas.,It won't last.,False
4,You will not be with them!,future_simple neg,Vous ne serez pas avec eux!,You won't be with them!,False
5,I won't live without you.,future_simple neg,Je ne vais pas vivre sans vous.,I'm not going to live without you.,False
6,I won't go after you.,future_simple neg,Je ne vais pas aller après vous.,I'm not going after you.,False
7,He won't fight for us!,future_simple neg,Il ne se battront pas pour nous!,They won't fight for us!,False
8,I won't look at him.,future_simple neg,Je ne vais pas le regarder.,I'm not gonna watch it.,False
9,She won't wait for them.,future_simple neg,Elle ne peut pas attendre pour eux.,She can't wait for them.,False
11,I won't go with him.,future_simple neg,Je ne vais pas aller avec lui.,I'm not going with him.,False
12,We will not wait for you.,future_simple neg,Nous n'allons pas attendre pour vous.,We're not waiting for you.,False
13,We won't bother about them.,future_simple neg,Nous ne vous embêtez pas à leur sujet.,We don't bother about them.,False
14,You will not hide from me.,future_simple neg,Vous allez pas me cacher.,You're not going to hide me.,False
15,I will not think about him.,future_simple neg,Je ne vais pas penser à lui.,I'm not gonna think about him.,False
16,I won't apologize for it.,future_simple neg,Je ne vais pas m'excuser pour cela.,I'm not gonna apologize for that.,False
17,They won't wait for her.,future_simple neg,Ils n'auront pas à attendre pour elle.,They won't have to wait for her.,False
18,I will not leave without her.,future_simple neg,Je ne vais pas partir sans elle.,I'm not leaving without her.,False
19,I will not argue with him.,future_simple neg,Je ne vais pas argumenter avec lui.,I'm not gonna argue with him.,False
21,I won't talk about her.,future_simple neg,Je ne vais pas parler d'elle.,I'm not gonna talk about her.,False
22,I won't vote for it.,future_simple neg,Je ne vais pas voter pour elle.,I'm not gonna vote for her.,False
23,You won't forget about her.,future_simple neg,Ne pas oublier à son sujet.,Don't forget about it.,False
24,I will not sing for you.,future_simple neg,Je ne chanterai pas pour toi.,I won't sing for you.,False
26,She won't wait for us.,future_simple neg,Elle ne va pas attendre de nous.,She's not going to expect us.,False
28,I won't win without you.,future_simple neg,Je ne vais pas gagner sans vous.,I'm not gonna win without you.,False
29,We won't talk about him.,future_simple neg,Nous n'allons pas parler de lui.,We're not going to talk about him.,False
30,She won't look at her.,future_simple neg,Elle ne veut pas la regarder.,She doesn't want to look at her.,False
31,You won't wait for me.,future_simple neg,Vous ne m'attendez pas.,You're not waiting for me.,False
32,I won't go without you.,future_simple neg,Je ne vais pas aller sans vous.,I'm not going without you.,False
33,He won't talk with me.,future_simple neg,Il ne parle pas avec moi.,He's not talking to me.,False
34,She won't leave without me.,future_simple neg,Elle ne veut pas partir sans moi.,She doesn't want to leave without me.,False
35,I won't be like them.,future_simple neg,Je ne vais pas être comme eux.,I'm not gonna be like them.,False
36,He won't think about her.,future_simple neg,Il ne pense pas à son sujet.,He's not thinking about her.,False
37,We won't talk about it.,future_simple neg,Nous n'allons pas en parler.,We're not going to talk about it.,False
39,I will not work with him.,future_simple neg,Je ne vais pas travailler avec lui.,I'm not going to work with him.,False
40,She won't dance with me.,future_simple neg,Elle ne veut pas danser avec moi.,She doesn't want to dance with me.,False
