,English text,train_type,en_fr_translate,fr_en_translate,correct
22,I go there all the time.,indefinite_pronouns,J'y vais tout le temps.,I go there all the time.,True
24,I live here all the time.,indefinite_pronouns,Je vis ici tout le temps.,I live here all the time.,True
25,He answered all the questions,indefinite_pronouns,Il a répondu à toutes les questions,He answered all the questions,True
26,He knew all the names.,indefinite_pronouns,Il connaissait tous les noms.,He knew all the names.,True
30,I ignored all the comments.,indefinite_pronouns,J'ai ignoré tous les commentaires.,I ignored all the comments.,True
31,I opened all the boxes,indefinite_pronouns,J'ai ouvert toutes les cases,I opened all the boxes,True
32,I changed all the names.,indefinite_pronouns,J'ai changé tous les noms.,I changed all the names.,True
33,I knew all the people.,indefinite_pronouns,Je connaissais toutes les personnes.,I knew all the people.,True
34,I missed all the signs.,indefinite_pronouns,J'ai raté tous les signes.,I missed all the signs.,True
35,She knew all the words.,indefinite_pronouns,Elle connaissait tous les mots.,She knew all the words.,True
36,He knew all the secrets.,indefinite_pronouns,Il connaissait tous les secrets.,He knew all the secrets.,True
38,I ate all the carrots.,indefinite_pronouns,J'ai mangé toutes les carottes.,I ate all the carrots.,True
39,I locked all the doors.,indefinite_pronouns,J'ai verrouillé toutes les portes.,I locked all the doors.,True
43,They're both empty.,indefinite_pronouns,Ils sont tous les deux vides.,They're both empty.,True
45,They're all empty.,indefinite_pronouns,Ils sont tous vides.,They're all empty.,True
46,We're all busy.,indefinite_pronouns,Nous sommes tous occupés.,We're all busy.,True
47,We're both quiet.,indefinite_pronouns,On est tous les deux silencieux.,We're both quiet.,True
48,They're both nice.,indefinite_pronouns,Ils sont tous les deux gentils.,They're both nice.,True
49,We're both stupid.,indefinite_pronouns,On est tous les deux stupides.,We're both stupid.,True
51,We're both young.,indefinite_pronouns,Nous sommes tous les deux jeunes.,We're both young.,True
52,You're all free.,indefinite_pronouns,Vous êtes tous libres.,You're all free.,True
53,We're both stressed.,indefinite_pronouns,On est tous les deux stressés.,We're both stressed.,True
54,They're all beautiful.,indefinite_pronouns,Ils sont tous beaux.,They're all beautiful.,True
55,They're all great.,indefinite_pronouns,Ils sont tous des grands.,They're all great.,True
56,You're both young.,indefinite_pronouns,Vous êtes tous les deux des jeunes.,You're both young.,True
58,You're both angry.,indefinite_pronouns,Vous êtes tous les deux en colère.,You're both angry.,True
61,We're all tired.,indefinite_pronouns,Nous sommes tous fatigués.,We're all tired.,True
62,They're both alive.,indefinite_pronouns,Ils sont tous les deux vivants.,They're both alive.,True
63,They're all white.,indefinite_pronouns,Ils sont tous blancs.,They're all white.,True
66,They're both strict.,indefinite_pronouns,Ils sont tous les deux stricts.,They're both strict.,True
68,They're both rich.,indefinite_pronouns,Ils sont à la fois riches.,They're both rich.,True
69,We're all rich!,indefinite_pronouns,Nous sommes tous riches!,We're all rich!,True
72,We're all grateful.,indefinite_pronouns,Nous sommes tous reconnaissants.,We're all grateful.,True
74,We're both happy.,indefinite_pronouns,Nous sommes tous les deux heureux.,We're both happy.,True
75,They're all gray.,indefinite_pronouns,Ils sont tous gris.,They're all gray.,True
77,They're both sick.,indefinite_pronouns,Ils sont tous les deux malades.,They're both sick.,True
78,They're all real.,indefinite_pronouns,Ils sont tous vrais.,They're all real.,True
79,We're all different.,indefinite_pronouns,Nous sommes tous différents.,We're all different.,True
80,They're both hot.,indefinite_pronouns,Elles sont toutes les deux chaudes.,They're both hot.,True
81,They're all lazy.,indefinite_pronouns,Ils sont tous des paresseux.,They're all lazy.,True
82,We're all surprised.,indefinite_pronouns,Nous sommes tous surpris.,We're all surprised.,True
83,They're all open.,indefinite_pronouns,Ils sont tous ouverts.,They're all open.,True
84,They're both wrong.,indefinite_pronouns,Ils sont tous les deux tort.,They're both wrong.,True
86,We're both different.,indefinite_pronouns,Nous sommes tous les deux différents.,We're both different.,True
87,They're both fake.,indefinite_pronouns,Ils sont tous les deux faux.,They're both fake.,True
88,They're all delicious.,indefinite_pronouns,Ils sont tous délicieux.,They're all delicious.,True
90,You're all wet!,indefinite_pronouns,Vous êtes tout mouillé!,You're all wet!,True
91,They're all real!,indefinite_pronouns,Ils sont tous vrais!,They're all real!,True
92,We're both smart.,indefinite_pronouns,On est tous les deux intelligents.,We're both smart.,True
93,We're all hungry.,indefinite_pronouns,Nous sommes tous affamés.,We're all hungry.,True
94,We're both upset.,indefinite_pronouns,On est tous les deux contrariés.,We're both upset.,True
95,We're all ready.,indefinite_pronouns,Nous sommes tous prêts.,We're all ready.,True
96,You're both crazy!,indefinite_pronouns,Vous êtes tous les deux fous!,You're both crazy!,True
97,We're both amazing.,indefinite_pronouns,On est tous les deux incroyables.,We're both amazing.,True
98,They're all weak.,indefinite_pronouns,Ils sont tous faibles.,They're all weak.,True
99,They're all healthy.,indefinite_pronouns,Ils sont tous en bonne santé.,They're all healthy.,True
101,We're all lazy.,indefinite_pronouns,Nous sommes tous des paresseux.,We're all lazy.,True
103,You're both crazy.,indefinite_pronouns,Vous êtes tous les deux fous.,You're both crazy.,True
104,They're both shy.,indefinite_pronouns,Ils sont tous les deux timides.,They're both shy.,True
105,We're both white.,indefinite_pronouns,Nous sommes tous les deux blancs.,We're both white.,True
107,They're all bad!,indefinite_pronouns,Ils sont tous mauvais!,They're all bad!,True
109,You're both strong.,indefinite_pronouns,Vous êtes forts tous les deux.,You're both strong.,True
110,They're all horrible.,indefinite_pronouns,Ils sont tous horribles.,They're all horrible.,True
112,They're both excellent.,indefinite_pronouns,Ils sont tous deux excellents.,They're both excellent.,True
113,We are all grateful,indefinite_pronouns,Nous sommes tous reconnaissants,We are all grateful,True
114,You're both green.,indefinite_pronouns,Vous êtes tous les deux en vert.,You're both green.,True
115,They're all full.,indefinite_pronouns,Ils sont tous pleins.,They're all full.,True
117,They're all important.,indefinite_pronouns,Ils sont tous importants.,They're all important.,True
118,They're both hungry.,indefinite_pronouns,Ils sont tous les deux faim.,They're both hungry.,True
120,They're all guilty.,indefinite_pronouns,Ils sont tous coupables.,They're all guilty.,True
121,They're all clean.,indefinite_pronouns,Ils sont tous propres.,They're all clean.,True
122,You're both free.,indefinite_pronouns,Vous êtes tous les deux gratuits.,You're both free.,True
125,I saw all the signs!,indefinite_pronouns,J'ai vu tous les signes!,I saw all the signs!,True
127,I knew all the answers.,indefinite_pronouns,Je connaissais toutes les réponses.,I knew all the answers.,True
129,We opened all the drawers.,indefinite_pronouns,Nous avons ouvert tous les tiroirs.,We opened all the drawers.,True
130,He heard all the stories,indefinite_pronouns,Il a entendu toutes les histoires,He heard all the stories,True
131,They knew all the songs.,indefinite_pronouns,Ils connaissaient toutes les chansons.,They knew all the songs.,True
132,I closed all the windows.,indefinite_pronouns,J'ai fermé toutes les fenêtres.,I closed all the windows.,True
133,We read all these words.,indefinite_pronouns,Nous avons lu tous ces mots.,We read all these words.,True
134,You knew all the answers.,indefinite_pronouns,Vous connaissiez toutes les réponses.,You knew all the answers.,True
135,I opened all the windows.,indefinite_pronouns,J'ai ouvert toutes les fenêtres.,I opened all the windows.,True
138,Everything is so beautiful!,indefinite_pronouns,Tout est si beau!,Everything is so beautiful!,True
140,Is everyone happy?,indefinite_pronouns,Tout le monde est heureux?,Is everyone happy?,True
142,Every country has its customs,indefinite_pronouns,Chaque pays a ses coutumes,Every country has its customs,True
144,Every man has his enemies.,indefinite_pronouns,Chaque homme a ses ennemis.,Every man has his enemies.,True
145,Every war has its weapons.,indefinite_pronouns,Chaque guerre a ses armes.,Every war has its weapons.,True
146,You do everything for me,indefinite_pronouns,Vous faites tout pour moi,You do everything for me,True
147,Every village has its stories.,indefinite_pronouns,Chaque village a ses histoires.,Every village has its stories.,True
148,They know everything about us.,indefinite_pronouns,Ils savent tout sur nous.,They know everything about us.,True
151,They do everything for you.,indefinite_pronouns,Ils font tout pour vous.,They do everything for you.,True
152,I ask everyone around me.,indefinite_pronouns,Je demande à tout le monde autour de moi.,I ask everyone around me.,True
3,I'll be waiting for a call.,future_continuous,Je vais être en attente pour un appel.,I'll be waiting for a call.,True
13,She'll be reading with you.,future_continuous,Elle sera à la lecture avec vous.,She'll be reading with you.,True
20,I'll be running with you.,future_continuous,Je vais être en cours d'exécution avec vous.,I'll be running with you.,True
21,We'll be waiting for you!,future_continuous,Nous allons être en attente pour vous!,We'll be waiting for you!,True
24,They'll be waiting for you.,future_continuous,Ils vont être en attente pour vous.,They'll be waiting for you.,True
29,She'll be waiting for you.,future_continuous,Elle va être en attente pour vous.,She'll be waiting for you.,True
31,I'll be waiting for him.,future_continuous,Je vais être en attente pour lui.,I'll be waiting for him.,True
32,I'll be waiting for her.,future_continuous,Je vais être en attente pour elle.,I'll be waiting for her.,True
33,We'll be waiting for you.,future_continuous,Nous allons être en attente pour vous.,We'll be waiting for you.,True
38,He'll be waiting for me.,future_continuous,Il sera en attente pour moi.,He'll be waiting for me.,True
45,I'll be waiting for his call.,future_continuous,Je vais être en attente de son appel.,I'll be waiting for his call.,True
46,I'll be waiting!,future_continuous,Je vais être en attente!,I'll be waiting!,True
54,You'll be talking,future_continuous,Vous serez en train de parler,You'll be talking,True
58,We'll be listening,future_continuous,Nous allons être à l'écoute,We'll be listening,True
66,We will be running,future_continuous,Nous allons être en cours d'exécution,We will be running,True
