,word,local_word,examples,local_examples,examples_and_definitions
431,hot,chauffant,empty_cell,empty_cell,heated | 
432,hot,brûlant,empty_cell,empty_cell,burning | scorching | topical | very hot | blazing | extremely hot | ablaze | ardent | 
433,hot,chauffé à blanc,empty_cell,empty_cell,empty_cell
434,hot,vachement bon,empty_cell,empty_cell,empty_cell
435,fly,volant,empty_cell,empty_cell,flying | volant | high-flying | 
436,fly,mouche,black fly|adult flies|fruit fly|artificial fly|,mouches noires | mouches adultes | mouche à fruits | mouche artificielle | ,black fly|adult flies|fruit fly|artificial fly|maggot | housefly | 
437,fly,braguette,empty_cell,empty_cell,zipper | codpiece | 
438,fly,volée,empty_cell,empty_cell,flock | volley | covey | drubbing | peal | wallop | recommended rate | beating | 
439,fly,voler,to fly in formation|to fly above the clouds|to fly in the sky|to fly like a bird|,voler en formation | voler au-dessus des nuages | voler dans le ciel | voler comme un oiseau | ,to fly in formation|to fly above the clouds|to fly in the sky|to fly like a bird|steal | rob | steal | rob | 
440,fly,battre,to fly its flag|to fly their flag|to fly flags of convenience|to fly the Canadian flag|,battre son pavillon | battre leur pavillon | battre pavillon de complaisance | battre pavillon canadien | ,to fly its flag|to fly their flag|to fly flags of convenience|to fly the Canadian flag|beat | defeat | beat | fight | break | batter | fight | abuse | 
441,fly,piloter,to fly an aircraft|flown by a guy|,piloter un aéronef | piloté par un type | ,to fly an aircraft|flown by a guy|drive | pilot | ride | pilot | lead | steer | ride | 
442,fly,voyager,empty_cell,empty_cell,travel | travel | 
443,fly,s'envoler,empty_cell,empty_cell,take off | fly away | soar | depart | fly off | fly out | vanish | off-~-head off | 
444,fly,flotter,empty_cell,empty_cell,float | float | hang | flutter | hover | drift | 
445,fly,arborer,to fly the flag|,arborer le drapeau | ,to fly the flag|boast | wear | tree-planted | sport | plant | boast | treed | 
446,fly,prendre l'avion,empty_cell,empty_cell,empty_cell
447,fly,survoler,to fly over the whole area|to fly over the island|,survoler la région | survoler l'île | ,to fly over the whole area|to fly over the island|overfly | hover | fly over | overfly | 
448,lie,mensonge,lie of the century|good lie|old lie|lie of the single currency|,mensonge du siècle | bon mensonge | vieux mensonge | mensonge de la monnaie unique | ,lie of the century|good lie|old lie|lie of the single currency|falsehood | untruth | deception | mendacity | deceit | 
449,lie,lie,empty_cell,empty_cell,lees | dreg | wine lees | scum | lee | 
450,lie,se trouver,to lie north|,se trouver au nord | ,to lie north|locate | find | situate | set | stand | sit | happen | be | 
451,lie,résider,to lie in the fact|to lie within the european union|to lie in the market|to lie in the differences|,résider dans le fait | résider dans l'Union européenne | résider dans le marché | résider dans les différences | ,to lie in the fact|to lie within the european union|to lie in the market|to lie in the differences|reside | live | reside | 
452,lie,mentir,to lie still for a few hours|,mentir encore pour quelques heures | ,to lie still for a few hours|tell a lie | tell lies | 
453,lie,se situer,to lie within a financial framework|,se situer dans un cadre financier | ,to lie within a financial framework|locate | situate | set | fall | stand | range | 
454,lie,incomber,to lie with the Member States|to lie with the ICRC|to lie with a single institution|to lie with the complainant|,incomber aux États membres | incomber à l'ICRC | incomber à une seule institution | incomber au plaignant | ,to lie with the Member States|to lie with the ICRC|to lie with a single institution|to lie with the complainant|fall | rest | behove | behoove | 
455,lie,reposer,empty_cell,empty_cell,base | rely | rest | depend | stand | sit | 
456,lie,s'étendre,to lie in the sun|,s'étendre au soleil | ,to lie in the sun|extend | stretch | spread | expand | extend | out-~-stretch out | stretch | range | 
457,lie,consister,to lie in its cultural diversity|,consister en sa diversité culturelle | ,to lie in its cultural diversity|be | consist | involve | consist of | entail | 
458,lie,se cacher,to lie behind the veil|to lie behind this scandal|,se cacher derrière les voiles | se cacher derrière ce scandale | ,to lie behind the veil|to lie behind this scandal|hide | hide | conceal | lurk | bury | 
459,lie down,s'allonger,empty_cell,empty_cell,down-~-lie down | out-~-stretch out | lie back | lengthen | lie | elongate | recline | lay back | add cases | 
460,lie down,se coucher,empty_cell,empty_cell,go to bed | down-~-lie down | sleep | went to bed | bed | going to bed | sleep | fold | up-~-stay up | 
461,lie down,allonger,empty_cell,empty_cell,extend | lengthen | prolong | extend | elongate | down-~-lie down | stretch | lengthen | outstretch | 
462,select,sélect,empty_cell,empty_cell,empty_cell
463,select,de sélection,empty_cell,empty_cell,empty_cell
464,select,choisi,empty_cell,empty_cell,selected | chosen | successful | 
465,select,sélectionner,to select this option|to select the file|to select the options|to select the text|,sélectionner cette option | sélectionner le fichier | sélectionner l'option | sélectionner le texte | ,to select this option|to select the file|to select the options|to select the text|choose | highlight | click | 
466,select,choisir,to select the injection site|to select the category|to select companies|to select a strategy|,choisir le site d'injection | choisir la catégorie | choisir LES ENTREPRISES | choisir une stratégie | ,to select the injection site|to select the category|to select companies|to select a strategy|choose | choose | decide | elect | opt | pick | 
467,select,activer,to select this function|selected by default|,activer cette fonction | activée par défaut | ,to select this function|selected by default|enable | activate | turn | check | 
468,select,cocher,to select the checkbox|to select this check box|,cocher la case | cocher cette case | ,to select the checkbox|to select this check box|check | mark | click | tick | check | 
469,select,retenir,selected in the sample|selected by the aca|to select their services|selected for review|,retenu dans l'échantillon | retenus par le ccn | retenir ses services | retenues pour examen | ,selected in the sample|selected by the aca|to select their services|selected for review|retain | hold | withhold | remember | detain | choose | deduct | adopt | 
470,select,cliquer,to select Next|to select the physical icon|to select the link|to select an entry|,cliquer sur suivant | cliquer sur l'icône Physique | cliquer sur le lien | cliquer sur une entrée | ,to select Next|to select the physical icon|to select the link|to select an entry|click | click | 
471,school,scolaire,empty_cell,empty_cell,academic | educational | school-based | 
472,school,école,high school|primary school|european schools|public school|,école secondaire | école primaire | école européenne | école publique | ,high school|primary school|european schools|public school|
473,school,faculté,medical school|law school|canadian law school|,faculté de médecine | faculté de droit | faculté de droit canadienne | ,medical school|law school|canadian law school|faculty | college | 
474,school,scolariser,empty_cell,empty_cell,educate | attend school | 
475,school,instruire,empty_cell,empty_cell,educate | instruct | instruct | hear | teach | appraise | investigate | educate | entertain | 
476,cafe,café,Moorish cafe|internet cafe|hotel cafe|local cafe|,café maure | café internet | café de l'hôtel | café local | ,Moorish cafe|internet cafe|hotel cafe|local cafe|coffee | café | coffee shop | coffee-making facilities | 
477,cafe,cafétéria,empty_cell,empty_cell,cafeteria | coffee shop | canteen | 
478,buy,achat,first time buy|special buys|,premier achat | achat spécial | ,first time buy|special buys|purchase | acquisition | procurement | buying | shopping | buyer | 
