,word,local_word,pos,examples,local_examples,examples_and_definitions
389,order,ordre,NOUN,NOUN,NOUN,"order | social order | law and order | range | command | word order | purchase order | agenda | sequence | death warrant | order of magnitude | ama | repossession order | bma | pecking order | tidiness | He was not going to take orders from a mere administrator. | The house had only just been vacated and was in good order. | Poetry of the highest order. | Put them in order from shortest to tallest. | Sales increases are of the order of 20 per cent. | He ruled the objection out of order. | It's a small fee, on the order of $10. | Singers on the order of Janis Joplin. | He was released from prison by order of the court. | A semblance of order. | A new world order. | How do you keep order with a class of more than 40 children? | List the points you intend to cover and put them in order. | The Army was deployed to keep order. | He recorded the 7 pieces out of order. | The sergeant gave the order. | I’m not taking orders from you or anyone else!. | She tried to put her shattered thoughts into some semblance of order. | The skipper gave the order to abandon ship. | Soldiers following/obeying orders. | Orders are orders and you're only doing your duty. | Chris was well out of order. | The Templars were also known as the Order of Christ. | The higher orders of insects. | "
390,order,commander,VERB,VERB,VERB,"order | order about | order up | control | commission | command | send away for | send off for | captain | skipper | We told the waitress we needed to order. | Are you ready to order, sir? | The jumpers are knitted to order. | I asked the security guard to order me a taxi. | "
391,order,organiser,VERB,VERB,VERB,order | get up | map out | form | call | run | hold | stage | promote | sort out | lay on | organize | arrange | convene | mastermind | 
392,order,inacceptable,NOUN,NOUN,NOUN,out | order | unacceptable | objectionable | 
393,order,ordonner,VERB,VERB,VERB,"order | command | direct | rule | bid | ordain | I could order you. | The judge is going to order a new hearing. | ... choice but to give the order for global recall. | ... the house, but he could order the hit. | Unless a witness saw order of deportation. | You ask ajudge to order it. | You can't order me to do that! | nor bring order, nor choose a leader. | ... , you could always order me to tell you. | I'll order their destruction. | order that requests to exercise certain rights in ... | to order or organise its actual and immediate withdrawal ... | ... shall also have the authority to order the infringer to pay ... | How do you ""order"" someone to commit ... | ... heard the lieutenant give the order to join the 22nd? | "
394,hot,frais,ADJ,ADJ,ADJ,new | cost | legal costs | running costs | administrative costs | hot | delivery charge | extra | fresh | booking fee | fee | course fees | legal fees | school fees | hospital bill | expenses | general expenses | living expenses | cool | bank charges | handling charges | labour charges | shipping | travelling expenses | sweet | arrangement fee | business expense | expense | expense account | entertainment allowance | post and packing | overhead costs | relocation expenses | tuition | tuition fees | postage and packing | enrolment fee | crisp | chilling | upkeep | overheads | brisk | nippy | 
395,hot,pas terrible,ADJ,ADJ,ADJ,good | hot | The restaurant wasn’t so hot. | 
396,hot,emporté,ADJ,ADJ,ADJ,hot | hasty | 
397,hot,brûlant,ADJ,ADJ,ADJ,"hot | burning | blistering | scalding | emotive | searing | broiling | The poor, they are hot. | A cat on a hot tin roof! | It was red and hot. | My hot lips wish to touch your soft lips. | I feel anything but quite hot! | It is so hot, my body is ... | Sharp utensils, hot metal, keep your arms ... | ... an hour out in the hot sun today. | ... streets cold and the subway hot and full of germs. | The sun's here and it's hot! | Fire really hurts, it's so hot. | They're very hot and pink. | Have her drink this hot ginger tea. | It is hot, it is electric, it ... | "
398,hot,épicé,ADJ,ADJ,ADJ,hot | spicy | spiced | 
399,fly,passer vite,VERB,VERB,VERB,fly | 
400,fly,aller en avion,VERB,VERB,VERB,fly | 
401,fly,transporter,VERB,VERB,VERB,transport | carry | entrance | fly | convey | haul | 
402,fly,parcourir,VERB,VERB,VERB,go through | range | run through | look through | read through | go along | travel | range across | cover | scan | ride | fly | dip into | sweep | skim | skim through | rove about | 
403,fly,voler,VERB,VERB,VERB,"hold up | walk off with | fly | cruise | rob | steal | fleece | snatch | plunder | rustle | poach | filch | Collect points and fly! | But really, who wanted to fly? | And now you can fly too. | But did you see him fly? | We nuns cannot fly. | A horse that can fly. | Did you ever want to fly? | How many ofyou have ever seen a table fly? | He said he could fly it. | Come to watch me fly? | You are not afraid to fly any more? | Can they actually fly? | Can fly in this thing. | It needs a human to fly it. | Let the birds fly where they may. | "
404,fly,mouche,NOUN,NOUN,NOUN,fly | tsetse fly | busybody | bluebottle | Except for the fly. | It was the fly. | I was caught like a fly in a web. | A fly couldn't climb out of here. | I want him to hurt a fly. | But it was just a fly. | I told you to find that fly. | A fly escaped from the lab. | I never hurt a fly. | Just because of a fly! | Not even a fly will get in. | He walked up the wall like a fly. | And what if the fly follows us? | But there was a giant fly right here. | I thought you were a fly on the wall. | 
405,fly,piloter,VERB,VERB,VERB,"pilot | fly | navigate | sail | steer | Like her passion for you to fly again. | Whoever said you could fly? | I thought you were going to fly it. | Remember how to fly this thing? | You sure you can fly this thing? | Do you intend to fly this thing? | Because only you can fly the plane. | It needs a human to fly it. | I want to fly a jet. | I mean, how does it feel to fly? | Someone else is going to fly it. | Of course i'll fly again. | I want to fly jets. | Can you fly one of these things? | You know how to fly this thing? | "
406,fly,piloter un avion,VERB,VERB,VERB,fly | 
407,fly,emmener en avion,VERB,VERB,VERB,fly | 
408,fly,flotter,VERB,VERB,VERB,flow | wave | fly | bob | to hang loose | float | flop | flutter | 
409,fly,filer,VERB,VERB,VERB,make off | race | to steam along | fly | belt | shadow | tail | bolt | spin | dash off | dash out | steal away | ladder | scoot | 
410,fly,arborer,VERB,VERB,VERB,sport | fly | 
411,fly,se ruer,VERB,VERB,VERB,fly | 
412,fly,braguette,NOUN,NOUN,NOUN,fly | codpiece | Zip your fly. | 
413,lie,se trouver,VERB,VERB,VERB,to be found | occur | stand | sit | lie | 
414,lie,trouver,VERB,VERB,VERB,work out | get | find | find out | come by | track down | hit on | strike | lie | 
415,lie,rester,VERB,VERB,VERB,stay | stay on | to be left | keep | stop | remain | rest | behind | stand | stick | sit | lie | 
416,lie,mensonge,NOUN,NOUN,NOUN,lie | fairy story | falsehood | fib | That’s a lie!. | 
417,lie,résider,VERB,VERB,VERB,lie | reside | 
418,lie,être allongé,VERB,VERB,VERB,lie | recline | 
419,lie,mentir,VERB,VERB,VERB,to tell lies | lie | He felt he had to lie. | Mom says not to tell lies. | 
420,lie,allonger,VERB,VERB,VERB,let down | lie | fork out | lengthen | elongate | 
421,lie,gésir,VERB,VERB,VERB,lie | 
422,select,choisi,OTHER,OTHER,OTHER,select | You can select from a range of quality products. | 
423,select,sélectionner,VERB,VERB,VERB,select | cull | Click to select the items you would like to purchase. | 
424,select,sélect,OTHER,OTHER,OTHER,select | exclusive | The commonest phenotype in a population can be selected against. | A select group of people. | The opera was seen by a small and highly select audience. | 
425,school,cours,NOUN,NOUN,NOUN,year one | class | period | school | course | foreign exchange rate | night school | studio | exercise class | keep fit class | reception class | evening class | vacation course | closing price | gym class | reaches | conversation class | bid price | bible class | crash course | dancing class | correspondence course | diploma | ballet lesson | lecture | personal tuition | tuition | tide | waterway | undergraduate courses | aerobics | elective | refresher course | watercourse | masterclass | 
426,school,département,NOUN,NOUN,NOUN,school | department of state | state department | department | graphic design department | departmental | 
427,school,bande,NOUN,NOUN,NOUN,school | pack | band | master tape | tape | crew | magnetic tape | soft shoulder | crowd | soundtrack | gang | cartoon | reel | cushion | ace bandage | bandage | videotape | crepe bandage | waveband | audiotape | 
428,school,collège,NOUN,NOUN,NOUN,school | middle school | college | technical college | secondary school | senior school | academy | junior high school | electoral college | You are already in middle school. | Do you go to the same school? | But he was only in middle school then. | I think it's middle school. | I was still in middle school. | I was expelled from school. | Who else has been in school today? | Does he go to your school? | We learned all this in middle school. | He played at every school function. | We were best friends in middle school. | What if you weren't at the school anymore? | Were we really in school together? | What school is that? | We were in middle school together. | 
